ID,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Age Group,Kids,Total Purchases
7516,Graduation,In Relationship,30096.0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,False,False,False,False,False,False,3,11,False,38,36-50,1,6
7247,Graduation,Single,47916.0,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,False,True,False,False,False,False,3,11,False,61,51-65,1,22
11100,Graduation,Single,51813.0,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,False,False,False,False,False,False,3,11,False,49,36-50,2,7
4646,Master,In Relationship,78497.0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,False,False,False,True,False,False,3,11,False,70,66+,0,25
3037,PhD,In Relationship,50150.0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,False,False,False,False,False,False,3,11,False,38,36-50,0,16
1473,Master,Single,47823.0,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,False,False,False,False,False,False,3,11,False,61,51-65,1,7
1016,PhD,Single,34554.0,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,False,False,False,False,False,False,3,11,False,62,51-65,1,7
4518,Graduation,In Relationship,85693.0,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,False,False,False,False,False,False,3,11,False,42,36-50,1,27
9370,PhD,In Relationship,65846.0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,False,False,False,False,False,False,3,11,False,76,66+,0,16
8908,Graduation,In Relationship,87195.0,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,1,False,False,False,False,False,False,3,11,True,62,51-65,0,20
8373,Basic,In Relationship,24594.0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,False,False,False,False,False,False,3,11,False,42,36-50,1,5
7533,Graduation,In Relationship,49096.0,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,False,False,False,False,False,False,3,11,False,57,51-65,2,13
2683,Graduation,In Relationship,52413.0,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,False,False,False,False,False,False,3,11,False,52,51-65,2,26
3629,Graduation,Single,38557.0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,False,False,False,False,False,False,3,11,False,43,36-50,1,9
10991,Master,In Relationship,89058.0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,False,False,False,False,False,False,3,11,False,61,51-65,0,14
5077,Graduation,In Relationship,77298.0,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,False,False,False,False,False,False,3,11,False,42,36-50,1,24
7431,PhD,Single,68126.0,2012-11-10,40,1332,17,311,23,51,86,1,7,4,5,9,False,True,False,False,False,False,3,11,True,30,24-35,0,17
3267,Master,In Relationship,57288.0,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,False,True,False,False,False,False,3,11,False,58,51-65,1,20
999,Graduation,Single,86037.0,2013-01-02,95,490,44,125,29,20,22,1,6,7,11,3,False,True,True,False,False,False,3,11,True,30,24-35,0,25
9215,PhD,In Relationship,43974.0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,False,False,False,False,False,False,3,11,False,41,36-50,1,21
2286,Graduation,Single,50785.0,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,False,False,False,False,False,False,3,11,False,59,51-65,2,8
1592,Graduation,In Relationship,90765.0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,False,False,True,True,False,False,3,11,False,51,51-65,0,15
367,Master,In Relationship,36550.0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,9,False,False,False,False,False,False,3,11,False,43,36-50,1,20
5234,Master,In Relationship,30753.0,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,False,False,False,False,False,False,3,11,False,54,51-65,2,7
9862,Graduation,In Relationship,21918.0,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,6,False,False,False,False,False,False,3,11,False,52,51-65,1,7
9805,Master,In Relationship,56129.0,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,False,False,False,False,False,False,3,11,False,68,66+,1,22
6205,Master,Single,32557.0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,False,False,False,False,False,False,3,11,True,54,51-65,1,9
8442,Master,In Relationship,19510.0,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,7,False,False,False,False,False,False,3,11,False,36,36-50,2,6
7386,Graduation,Single,30992.0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,False,False,False,False,False,False,3,11,False,45,36-50,1,5
7215,Graduation,Single,101970.0,2013-03-12,69,722,27,102,44,72,168,0,6,8,13,2,False,True,True,True,False,False,3,11,True,38,36-50,0,27
1491,Master,In Relationship,71488.0,2013-02-18,87,162,33,124,40,28,172,2,3,4,7,1,False,False,False,False,False,False,3,11,False,56,51-65,0,16
11071,Graduation,Single,79607.0,2013-04-21,37,450,133,951,173,0,216,1,3,6,6,1,False,False,False,False,False,False,3,11,True,37,36-50,0,16
3381,Master,In Relationship,54348.0,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,False,False,False,False,False,False,3,11,False,68,66+,2,8
8268,PhD,In Relationship,51381.5,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,False,False,False,False,False,False,3,11,False,60,51-65,1,17
11051,PhD,In Relationship,77376.0,2014-05-10,72,492,19,110,16,12,12,4,6,3,10,4,False,False,False,False,False,False,3,11,False,65,51-65,2,23
8026,Graduation,In Relationship,62998.0,2013-09-30,10,120,58,73,65,89,58,5,5,4,5,5,False,False,False,False,False,False,3,11,False,69,66+,1,19
433,Master,Single,61331.0,2013-03-10,42,534,5,47,0,5,41,5,11,1,6,8,False,False,False,False,False,False,3,11,False,63,51-65,2,23
9597,Graduation,In Relationship,73448.0,2014-02-10,10,236,106,189,23,41,130,1,7,2,9,4,False,False,False,False,False,False,3,11,False,52,51-65,0,19
1295,Graduation,In Relationship,51381.5,2013-08-11,96,231,65,196,38,71,124,1,6,5,7,4,False,False,False,False,False,False,3,11,False,58,51-65,1,19
5290,PhD,In Relationship,41551.0,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,False,False,False,False,False,False,3,11,False,57,51-65,2,16
1685,PhD,In Relationship,62981.0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,False,True,False,False,False,False,3,11,False,54,51-65,0,23
5342,Basic,Single,9548.0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,False,False,False,False,False,False,3,11,False,45,36-50,1,6
9579,PhD,In Relationship,33762.0,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,False,False,False,False,False,False,3,11,False,62,51-65,3,9
7660,PhD,Single,35860.0,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,True,False,False,False,False,False,3,11,True,48,36-50,2,6
1461,PhD,Single,36921.0,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,False,False,False,False,False,False,3,11,False,56,51-65,2,7
821,Master,Single,92859.0,2012-10-19,46,962,61,921,52,61,20,1,5,4,12,2,False,False,False,False,False,False,3,11,False,29,24-35,0,22
11084,Master,In Relationship,65104.0,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,False,False,False,False,False,False,3,11,True,45,36-50,1,17
8690,Graduation,In Relationship,86111.0,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,False,False,False,False,False,False,3,11,False,59,51-65,0,23
2937,PhD,Single,68352.0,2013-08-28,47,614,16,132,43,33,33,3,8,5,9,6,False,False,False,False,False,False,3,11,False,47,36-50,1,25
9701,Graduation,In Relationship,41883.0,2013-03-19,13,32,34,41,73,16,116,3,4,2,3,7,False,False,False,False,False,False,3,11,False,33,24-35,1,12
9949,Graduation,In Relationship,59809.0,2012-10-18,36,598,16,141,32,41,49,3,3,3,6,8,False,False,False,False,False,False,3,11,False,45,36-50,2,15
10837,Graduation,In Relationship,23957.0,2012-10-28,47,2,1,18,20,11,16,1,2,0,3,6,False,False,False,False,False,False,3,11,True,46,36-50,1,6
3120,Graduation,In Relationship,38547.0,2013-08-28,49,6,1,10,0,1,4,1,1,0,2,8,False,False,False,False,False,True,3,11,False,40,36-50,1,4
5885,Master,In Relationship,35688.0,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,False,False,False,False,False,False,3,11,False,48,36-50,3,16
4050,Master,In Relationship,49605.0,2014-06-21,65,42,16,29,12,20,8,1,2,1,4,3,False,False,False,False,False,False,3,11,False,55,51-65,0,8
3830,Master,In Relationship,59354.0,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,False,False,False,False,False,False,3,11,False,68,66+,2,16
7987,Graduation,In Relationship,65747.0,2014-03-07,96,346,17,48,23,13,13,4,8,1,6,6,False,True,False,False,False,False,3,11,False,52,51-65,1,19
7798,Master,In Relationship,46344.0,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,False,False,False,False,False,False,3,11,False,49,36-50,1,17
92,Graduation,Single,34176.0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,False,False,False,False,False,False,3,11,False,33,24-35,1,11
7055,PhD,In Relationship,61010.0,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,False,False,False,False,False,False,3,11,False,69,66+,1,26
10240,Graduation,In Relationship,69372.0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,False,True,True,False,False,False,3,11,True,72,66+,0,21
3025,Graduation,Single,49967.0,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,7,False,False,False,False,False,False,3,11,False,63,51-65,1,15
9283,Graduation,Single,60199.0,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,False,False,False,False,False,False,3,11,False,43,36-50,3,4
9970,Graduation,In Relationship,55375.0,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,False,False,False,False,False,False,3,11,False,44,36-50,1,9
2730,Graduation,Single,80317.0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,False,False,False,False,False,False,3,11,False,66,66+,0,18
2795,Master,Single,30523.0,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,False,False,False,False,False,False,3,11,False,63,51-65,3,4
9260,PhD,In Relationship,70356.0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,False,False,False,False,False,False,3,11,False,76,66+,0,27
8182,Graduation,In Relationship,23228.0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,False,False,False,False,False,False,3,11,False,37,36-50,1,11
10095,PhD,Single,74165.0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,False,False,False,False,False,False,3,11,False,46,36-50,0,20
8475,PhD,In Relationship,157243.0,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,False,False,False,False,False,False,3,11,False,48,36-50,1,37
4370,Graduation,In Relationship,43482.0,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,False,False,False,False,False,False,3,11,False,55,51-65,3,9
10573,Graduation,Single,62551.0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,True,False,False,False,False,False,3,11,False,68,66+,0,18
3712,Graduation,Single,52332.0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,False,True,False,False,False,False,3,11,False,62,51-65,0,12
6637,Graduation,Single,66951.0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,False,False,False,False,False,False,3,11,False,33,24-35,0,15
3152,Graduation,In Relationship,26091.0,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,False,False,False,False,False,False,3,11,False,64,51-65,2,9
5610,Graduation,In Relationship,33456.0,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,False,False,False,False,False,False,3,11,False,56,51-65,2,6
6460,Graduation,In Relationship,28718.0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,False,False,False,False,False,False,3,11,False,39,36-50,1,7
1349,Graduation,In Relationship,50447.0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,False,False,False,False,False,False,3,11,False,51,51-65,2,8
1880,PhD,In Relationship,53537.0,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,False,False,False,False,False,False,3,11,False,62,51-65,2,8
641,Graduation,Single,52074.0,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,True,False,False,False,False,False,3,11,False,54,51-65,1,7
8717,PhD,In Relationship,80427.0,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,False,False,False,False,False,False,3,11,False,46,36-50,1,28
10314,PhD,In Relationship,83837.0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,False,True,False,True,False,False,3,11,True,73,66+,0,25
10854,PhD,In Relationship,38853.0,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,False,False,False,False,False,False,3,11,False,51,51-65,2,7
